id,category,mvp_group,seed,problem_or_opportunity,solution_approach,is_offline_store,llm_expected_primary,llm_expected_primary_name,llm_expected_secondary,llm_expected_note,llm_why,auto_check,search_rank_of_expected,사람_확정_primary,사람_확정_secondary,사람_확정_note,사람_검수완료
D0094,유사경계,생활서비스(미용·수리·세탁 등),출장 가전 수리 및 부품 소매 병행 소형 매장,"가전제품(세탁기, 냉장고, 전자레인지 등) 고장 시 빠른 출장수리와 정품·호환 부품을 바로 구매하려는 수요가 많음. 부품 소매로 추가 매출 창출 가능.","소규모 매장을 중심으로 고객집 방문 출장수리 서비스를 제공하고, 소매 카운터에서 자주 교체되는 부품(모터, 타이머, 히터 등)과 소형 리퍼 제품을 판매. A/S 계약형 서비스 판매도 병행.",True,922104,가전제품 수리업,922103,가정용 전기제품을 전문적으로 수리·출장수리하고 부품을 소매하므로 가전제품 수리업(922104)이 적절. 전기·전자 일반 수리(922103)로 오해될 수 있음.,고객 대상이 가정용 전기제품이고 서비스 범위가 가전 중심이므로 922104가 우선. 922103은 전자·정밀기기 전반에 해당해 혼동 소지가 있음.,OK,1,,,,
D0095,유사경계,생활서비스(미용·수리·세탁 등),가죽가방·구두 수선 겸 소형 수제 가죽제품 제작·판매,"가죽가방·구두 수선 수요는 꾸준하고, 맞춤·소량 제작된 가죽 소품(카드지갑, 파우치)을 추가로 판매하면 객단가를 높일 수 있음. 온라인 판매로 범위 확장 가능.","오프라인 수선소에서 가죽·가방·구두 수선을 주력으로 하되, 자체 디자인의 소형 가죽제품을 제작하여 매장과 자사몰·마켓에 판매. 리폼·맞춤 주문도 수주.",True,922108,"가죽, 가방 및 신발 수리업",922105,"가죽·가방·신발의 수선과 소품 제작·판매가 핵심이므로 가죽, 가방 및 신발 수리업(922108)이 적절. 의복·직물 수선(922105)과 혼동되기 쉬움(섬유류 리폼과 경계).","주요 대상 품목이 가죽류 및 신발이라 922108이 맞고, 의복 리폼 사업과 유사해 922105로 오인될 여지가 큼.",OK,3,,,,
D0096,유사경계,생활서비스(미용·수리·세탁 등),가정용 픽업·배달 세탁 앱(주요 타깃 가정) 및 소규모 카페 린넨 일부 공급,"도심 거주 가구는 편리한 픽업·배달 세탁을 원하며, 초기 B2C로 시작해 소규모 카페·식당 대상 린넨 공급으로 매출 다각화 가능.","모바일 앱을 통해 가정 고객의 세탁물 픽업·배달 예약을 받고, 자체 세탁 시설에서 가정용 세탁(일반 의류·이불·커튼 등)을 처리. 부가적으로 소규모 상업용 린넨 납품 계약을 일부 체결.",False,930100,가정용 세탁업,930102,주수익원이 가정용 세탁 서비스(픽업·세탁·배송)이므로 가정용 세탁업(930100)이 적절. 다만 일부 린넨 공급 활동 때문에 세탁물 공급업(930102)과 혼동될 수 있음.,주요 고객층과 서비스가 일반 가정 대상 세탁이므로 930100이 맞음. B2B 린넨 공급을 병행하면 930102로 보일 수 있으나 비중에 따라 분류가 달라짐.,OK,1,,,,
D0097,유사경계,생활서비스(미용·수리·세탁 등),전동킥보드·전기자전거 수리 및 배터리 교체(스테이션) 서비스,전동 개인 이동수단 보급 확대로 고장·배터리 수명 문제와 빠른 교체 서비스 수요가 증가. 전자제어·배터리 관리 역량으로 경쟁우위 확보 가능.,"전동킥보드·전기자전거의 모터·컨트롤러·배터리 등 전기·전자 계통을 전문으로 수리·정비하고, 배터리 교체 스테이션을 설치해 신속 교체 서비스를 제공. 정기 점검 구독 모델 도입.",True,922103,전기ㆍ전자 및 정밀 기기 수리업,922102,"전자·전기 계통(모터 제어기, 배터리 등)을 전문적으로 정비하므로 전기·전자 및 정밀 기기 수리업(922103)이 적절. 기계적 수리로 해석하면 기타 일반 기계 및 장비 수리업(922102)으로 오인될 수 있음.",핵심 서비스가 전동구동부 및 전자제어 계통의 수리이므로 922103이 타당. 외형상 자전거·기계류 수리와 유사해 922102로 혼동될 수 있음.,OK,1,,,,
D0098,유사경계,생활서비스(미용·수리·세탁 등),남성전용 이발소(빠른 컷) + 자체 브랜드 헤어제품 구독·온라인 판매,"바쁜 남성 고객은 예약 없이 빠른 이발 서비스를 원하고, 맞춤형 남성 헤어·스킨 제품 정기구매(구독) 수요가 증가.","오프라인 이발소에서 컷·면도·스타일링을 제공하고, 자체 제작한 왁스·두피토닉 등 남성용 헤어제품을 매장과 온라인으로 판매 및 월간 구독 서비스로 공급.",True,930201,이용업,930203,주요 서비스가 남성 고객 대상의 이발(컷·면도 등)이므로 이용업(930201)이 적절. 염색·펌 등 미용 서비스가 강화되면 두발 미용업(930203)으로 보일 수 있음.,"사업이 주로 남성 이발 서비스를 중심으로 하므로 930201이 맞고, 미용·제품 판매 병행으로 930203과 혼동될 여지가 있음.",OK,5,,,,
D0099,유사경계,생활서비스(미용·수리·세탁 등),동네 재봉사 연결 의류수선 중개 플랫폼(집수거·배송 포함),"소규모 재봉·수선점은 고객 유입이 적고, 소비자는 편리한 집수거 수선 서비스를 원함. 플랫폼으로 양측을 연결하면 양쪽 모두 혜택.","모바일/웹 플랫폼을 통해 고객의 의류 수선·수선 요청을 접수하고, 수거·배송을 직접 운영하거나 제휴 택배로 처리. 지역 재봉사(개인사업자)가 실제 수선을 수행하고 플랫폼은 중개수수료와 물류·결제 기능을 제공.",False,922105,의복 및 기타 가정용 직물제품 수리업,749102,실제 서비스(의복 수선)는 지역 재봉사가 수행하므로 업종 분류는 의복 및 기타 가정용 직물제품 수리업(922105)이 적절. 그러나 사람을 공급하는 서비스(장기간 파견)를 연상해 상용 인력 공급업(749102)으로 오해될 수 있음.,플랫폼의 핵심 서비스는 의류 수선(실제 작업)이므로 922105. 플랫폼만 운영하고 직접 수선을 하지 않는 경우 분류 문제가 생기지만 후보 목록에서는 922105가 가장 적합.,OK,17,,,,
D0100,유사경계,생활서비스(미용·수리·세탁 등),자동차 실내외 디테일링·PDR(무도장 판금)·블랙박스·대시캠 장착 소규모 정비점,"차량을 소유한 소비자가 디테일링(세차·실내크리닝), 무도장 판금 수리, 블랙박스·내비·전기장치 장착을 한곳에서 받고 싶어함. 부가장비 설치로 매출 다각화 가능.","소형 자동차 정비소에서 실내 크리닝·유광 코팅·PDR(무도장 판금) 등 전문 디테일링 서비스를 제공하고, 블랙박스·후방카메라·HUD 등 전장 장비 설치 서비스를 병행. 예약형 작업과 정기관리 패키지 판매.",True,922202,자동차 전문 수리업,922201,"차량의 특정 부분(내장, 차체 소손·판금, 전장장비 설치)을 전문적으로 취급하므로 자동차 전문 수리업(922202)이 적절. 종합정비(922201)로 오인될 수 있음.",사업이 특정 자동차 서비스(디테일링·판금·액세서리 장착)를 주로 하므로 922202가 맞음. 전체 차량 종합정비를 제공하는 경우 922201이 더 적절하게 보일 수 있다.,OK,10,,,,
D0101,유사경계,제조·가공,맞춤형 인조대리석 주방·욕실 상판(퀄츠·아크릴 베이스) 소규모 제조,"국내 주택 리모델링 수요 증가로 모양·색상·크기를 주문 제작하는 인조대리석 상판 수요가 있으나, 대형업체의 최소발주량이 커 중소 인테리어업체와 직거래 가능한 소형 생산자가 필요하다.","수입 원석(천연광물 분말)과 아크릴·폴리에스터 수지를 배합해 몰딩·프레싱·연마·컷팅을 통해 맞춤 상판(주방·욕실 카운터, 세면대 일체형)을 제조하고, 소량 맞춤 주문을 B2B(인테리어)·B2C(온라인·매장)로 직접 납품·설치한다. 자체 레진 배합 탱크, 몰드, CNC 컷터, 연마설비를 보유해 원재료 가공에서 완제품까지 생산한다.",True,269508,인조대리석 제품 제조업,269506,원재료(광물분말+수지)를 배합·성형·연마하여 인조대리석 제품을 직접 제조하므로 인조대리석 제품 제조업 코드가 적합.,"사업자는 원재료 혼합, 몰딩·프레스·연마 등 제조공정을 수행하여 완제품(상판)을 만들며 설치 서비스도 제공한다. 269508(인조대리석 제품 제조업)은 아크릴·폴리에스터 수지와 천연광물질을 배합해 인조대리석 제품을 제조하는 항목으로 정확히 일치한다. 오답 후보인 269506(기타 콘크리트 제품)은 콘크리트·시멘트 기반의 성형품(화분·조형물 등)에 더 가깝고, 이 사례의 주재료·공정(아크릴수지 기반 인조대리석)과 다르므로 부적합하다.",OK,2,,,,
D0102,유사경계,제조·가공,수입 LED 칩으로 제작하는 맞춤형 LED 스트립·모듈 조립 및 완제품 판매,"상업공간·가정의 맞춤형 조명 수요는 높지만, 수입 모듈을 그대로 쓰면 길이·방열·컨트롤 옵션에서 제약이 있어 현지에서 맞춤 조립하는 업체에 대한 수요가 존재한다.","해외에서 LED 칩·드라이버·PCB를 들여와 자체 설계한 방열구조, 방수 실링, 컨트롤러를 조립해 LED 스트립·바형 조명·커스텀 라인조명을 제조·판매한다. 광학 렌즈 부착, 알루미늄 방열체 절단·조립, 전기 안전시험을 진행하고 B2B(인테리어·상업공간)와 온라인 B2C로 판매한다.",False,315005,기타 조명장치 제조업,321004,완제품 조명기구(LED 스트립·모듈)를 설계·조립·검사해 판매하므로 기타 조명장치 제조업 코드가 적절.,"사업자는 LED 칩을 직접 제조하는 것이 아니라 부품을 조달해 방열·실링·조립·전기검사를 거쳐 완성된 조명기구를 만드는 제조 활동을 수행한다. 315005(기타 조명장치 제조업)은 휴대용·비전기식 제외한 각종 조명장치의 제조에 해당하여 적합하다. 321004(발광다이오드 제조업)은 LED(반도체 소자)를 직접 성장·칩 제조하는 고도의 반도체 공정을 뜻하므로, 부품조립형 사업과는 차이가 있어 오답 후보로 보이지만 그럴듯하게 혼동될 수 있다.",OK,4,,,,
D0103,유사경계,제조·가공,중소형 샌드·패턴 주조로 소량 맞춤 금속 부품(모형·기계부품) 생산,지역 기계수리·금형업체는 소량의 맞춤 주조부품이 필요하지만 대형 주조소의 최소생산수량·납기 문제로 신속한 소량 주조 수요가 존재한다.,"패턴 제작, 모래주형(샌드캐스팅), 용해·주조·탈모래·열처리·기계가공(연삭·밀링) 과정을 통해 소량의 철·알루미늄 주물부품을 생산해 기계·정비업체에 납품한다. 자체 용해로, 샌드박스, 후처리 설비를 갖추고 치수검사·비파괴검사를 수행한다.",False,289201,그 외 기타 금속 가공업,292300,주조·열처리·후처리·기계가공을 통해 최종 금속부품(주물)을 제조하므로 기타 금속 가공업 코드가 적합.,"사업은 원재료 금속을 녹여 주형에 부어 주물을 생산하고 후가공까지 수행하는 제조활동이다. 리스트에서 금속 주조용 기계 제조(292300)는 주조에 사용하는 기계·장비를 제조하는 항목으로, 실제 주조 제품을 만드는 본 사업과는 다르다. 따라서 289201(그 외 기타 금속 가공업)이 맞고, 292300은 기계제조업으로 혼동하기 쉬운 오답이다.",검색42위,42,,,,
D0104,유사경계,제조·가공,현장 진단용 면역검사 키트(ELISA·신속항원) 개발·생산,"중소 병·검진센터와 동물병원에서 비용 대비 자체 검사 가능 수요가 늘어나며, 빠른 현장진단용 체외진단 시약에 대한 수요가 지속적으로 존재한다.","항체·항원 혼합물 제조, 완충액·표지효소 조제, 스트립·플레이트에 코팅, 건조·포장·멸균(필요시) 과정을 거쳐 ELISA 키트·신속면역측정 키트(라테랄플로우)를 제조하여 의료기관·시험기관·동물병원에 공급한다. 품질관리·임상성능평가를 통한 배치 기준을 마련한다.",False,242907,체외 진단 시약 제조업,381005,검체 검사용 체외진단 시약을 자체 조제·코팅·포장하여 제조하므로 체외 진단 시약 제조업 코드가 적절.,"사업은 생물학적 시약을 원료로 혼합·코팅·정량포장하여 진단키트를 제조하는 전형적 체외진단시약 제조 활동이다. 242907(체외 진단 시약 제조업)은 바로 해당 항목이다. 381005(기타 기타 제품 제조업)는 포괄적 분류로 보이지만, 체외진단 시약처럼 규제·품질관리·시험이 요구되는 특수 시약은 242907로 분류되어야 하므로 381005는 그럴듯한 오답이나 부적합하다.",OK,3,,,,
D0105,유사경계,제조·가공,"지역 로스터리 카페 병행, 꽃잎·허브·곡물 혼합한 고급 티(벌크·선물세트) 제조·판매","웰빙·홈카페 트렌드로 향기·효능을 강조한 블렌드 티(유자꽃차, 쌍화차 베이스 티 등) 수요가 늘지만, 소량 맞춤 블렌드·원료 선별·탈수·가공을 제공하는 업체는 적다.","율무, 유자칩, 말린꽃잎, 허브, 조각 과일을 선별·건조·절단·블렌딩·계량·포장하여 느린추출용(티잎) 제품을 제조한다. 자체 건조·저장·포장시설을 갖추고 소매(매장·온라인)와 카페 도·소매를 병행해 판매한다. 음료로 제조(즉시 음용)하는 가공음료는 제공하지 않는다.",True,154905,차류 가공업,154103,건조 원료를 가공·혼합해 차류(음료용 원료가 아닌 건조차 제품)를 제조·포장하므로 차류 가공업이 적합.,사업은 율무·유자·꽃잎 등 식물성 원료를 건조·절단·혼합해 '차(잎·티백이 아닌 건조 차류 제품)'로 제조하여 유통하므로 154905(차류 가공업)이 적절하다. 154103(기타 식사용 가공처리 조리식품)은 조리·반조리 식품(도시락류 등)로 분류되어 차류와는 성격이 달라 흔히 혼동될 수 있는 오답이다.,검색26위,26,,,,
